Level	Rule Name	Subject	Property	Value
ERROR	duplicate_label	CHEBI:36080	rdfs:label	protein	
ERROR	duplicate_label	PR:000000001	rdfs:label	protein	
ERROR	duplicate_label	OMIABIS:0001009	rdfs:label	primary diagnosis@en	
ERROR	duplicate_label	http://transformunify.org/ontologies/TURBO_0010013	rdfs:label	primary diagnosis@en	
ERROR	duplicate_label	UO:0000297	rdfs:label	milli	
ERROR	duplicate_label	UO:0010009	rdfs:label	milli	
ERROR	duplicate_label	UO:0000039	rdfs:label	micromole	
ERROR	duplicate_label	UO:0010048	rdfs:label	micromole	
ERROR	duplicate_label	CL:0000000	rdfs:label	cell	
ERROR	duplicate_label	GO:0005623	rdfs:label	cell	
ERROR	multiple_definitions	BFO:0000002	IAO:0000115	    An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.    @en	
ERROR	multiple_definitions	BFO:0000002	IAO:0000115	An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.@en	
ERROR	multiple_definitions	BFO:0000004	IAO:0000115	A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.@en	
ERROR	multiple_definitions	BFO:0000004	IAO:0000115	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en	
ERROR	multiple_definitions	BFO:0000015	IAO:0000115	An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.@en	
ERROR	multiple_definitions	BFO:0000015	IAO:0000115	p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en	
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	    A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.    @en	
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en	
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en	
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en	
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.@en	
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en	
ERROR	multiple_definitions	BFO:0000040	IAO:0000115	A material entity is an entity that exists in full during the length of time of its existence, persists through this time while maintaining its identity and has no temporal parts. For example a heart, a human, a fly, a microarray.	
ERROR	multiple_definitions	BFO:0000040	IAO:0000115	An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.@en	
ERROR	multiple_definitions	BFO:0000050	IAO:0000115	    a core relation that holds between a part and its whole    @en	
ERROR	multiple_definitions	BFO:0000050	IAO:0000115	a core relation that holds between a part and its whole@en	
ERROR	multiple_definitions	BFO:0000051	IAO:0000115	    a core relation that holds between a whole and its part    @en	
ERROR	multiple_definitions	BFO:0000051	IAO:0000115	Q1 has_part Q2 if and only if: every instance of Q1 is a quality_of an entity that has_quality some Q2.	
ERROR	multiple_definitions	BFO:0000051	IAO:0000115	a core relation that holds between a whole and its part@en	
ERROR	multiple_definitions	BFO:0000062	IAO:0000115	X preceded_by Y iff: end(Y) before_or_simultaneous_with start(X)	
ERROR	multiple_definitions	BFO:0000062	IAO:0000115	x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
ERROR	multiple_definitions	BFO:0000155	IAO:0000600	p occupies_temporal_region t. This is a primitive relation between an occurrent p and the temporal region t upon which the spatiotemporal region p occupies_spatiotemporal_region projects. (axiom label in BFO2 Reference: [132-001])@en	
ERROR	multiple_definitions	BFO:0000155	IAO:0000600	p occupies_temporal_region t. This is a primitive relation between an occurrent p and the temporal region t upon which the spatiotemporal region p occupies_spatiotemporal_region projects. (axiom label in BFO2 Reference: [132-001])@en	
ERROR	multiple_definitions	ENVO:00010483	IAO:0000115	A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.	
ERROR	multiple_definitions	ENVO:00010483	IAO:0000115	A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.	
ERROR	multiple_definitions	GO:0008150	IAO:0000115	A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.	
ERROR	multiple_definitions	GO:0008150	IAO:0000115	Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end.	
ERROR	multiple_definitions	IAO:0000030	IAO:0000115	A generically dependent continuant that is about some thing.@en	
ERROR	multiple_definitions	IAO:0000030	IAO:0000115	An information entity is an entity that represents information about some other entity.  For example, a measurement, a clustered data set.	
ERROR	multiple_definitions	IAO:0000030	IAO:0000115	an information content entity is an entity that is generically dependent on some artifact and stands in relation of aboutness to some entity@en	
ERROR	multiple_definitions	IAO:0000112	IAO:0000115	A phrase describing how a class name should be used. May also include other kinds of examples that facilitate immediate understanding of a class semantics, such as widely known prototypical subclasses or instances of the class. Although essential for high level terms, examples for low level terms (e.g., Affymetrix HU133 array) are not@en	
ERROR	multiple_definitions	IAO:0000112	IAO:0000115	A phrase describing how a term should be used and/or a citation to a work which uses it. May also include other kinds of examples that facilitate immediate understanding, such as widely know prototypes or instances of a class, or cases where a relation is said to hold.@en	
ERROR	multiple_definitions	IAO:0000115	IAO:0000115	A property representing the English language definitions of what NCI means by the concept. They may also include information about the definition's source and attribution in a form that can easily be interpreted by software.	
ERROR	multiple_definitions	IAO:0000115	IAO:0000115	English language definitions of what NCI means by the concept. These are limited to 1024 characters. They may also include information about the definition's source and attribution in a form that can easily be interpreted by software.	
ERROR	multiple_definitions	IAO:0000115	IAO:0000115	The official OBI definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en	
ERROR	multiple_definitions	IAO:0000115	IAO:0000115	The official definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en	
ERROR	multiple_definitions	IAO:0000117	IAO:0000115	Name of editor entering the definition in the file. The definition editor is a point of contact for information regarding the term. The definition editor may be, but is not always, the author of the definition, which may have been worked upon by several people@en	
ERROR	multiple_definitions	IAO:0000117	IAO:0000115	Name of editor entering the term in the file. The term editor is a point of contact for information regarding the term. The term editor may be, but is not always, the author of the definition, which may have been worked upon by several people@en	
ERROR	multiple_definitions	IAO:0000119	IAO:0000115	Formal citation, e.g. identifier in external database to indicate / attribute source(s) for the definition. Free text indicate / attribute source(s) for the definition. EXAMPLE: Author Name, URI, MeSH Term C04, PUBMED ID, Wiki uri on 31.01.2007@en	
ERROR	multiple_definitions	IAO:0000119	IAO:0000115	formal citation, e.g. identifier in external database to indicate / attribute source(s) for the definition. Free text indicate / attribute source(s) for the definition. EXAMPLE: Author Name, URI, MeSH Term C04, PUBMED ID, Wiki uri on 31.01.2007@en	
ERROR	multiple_definitions	IAO:0020015	IAO:0000115	A personal name is a proper name identifying an individual person.@en	
ERROR	multiple_definitions	IAO:0020015	IAO:0000115	Um nome próprio que identifica uma pessoa específica.@pt	
ERROR	multiple_definitions	IAO:0020021	IAO:0000115	A document that denotes some identity and is concretized by the bearer of some credential role.@en	
ERROR	multiple_definitions	IAO:0020021	IAO:0000115	a document that denotes some identity and is concretized by the bearer of some credential role@en	
ERROR	multiple_definitions	IAO:0020022	IAO:0000115	A documented identity is the aggregate of all data items about an entity.  Notice that a documented identity is not itself a document since a document is intended to be understood as a whole and data items about an individual are usually scattered across different documents.@en	
ERROR	multiple_definitions	IAO:0020022	IAO:0000115	a documented identity is the aggregate of all data items about an entity.  Notice that a documented identity is not itself a document since a document is intended to be understood as a whole and data items about an individual are usually scattered across different documents.@en	
ERROR	multiple_definitions	IAO:0020023	IAO:0000115	Authentication is the act of checking or verifying an identity claim (that is either tacit or explicit).    @en	
ERROR	multiple_definitions	IAO:0020023	IAO:0000115	Authentication is the act of checking or verifying an identity claim (that is either tacit or explicit).     @en	
ERROR	multiple_definitions	IAO:0020024	IAO:0000115	 a role that inheres in a concretization of an identity document and is realized by an authentication process@en	
ERROR	multiple_definitions	IAO:0020024	IAO:0000115	A role that inheres in a concretization of an identity document and is realized by an authentication process.@en	
ERROR	multiple_definitions	IAO:0021003	IAO:0000115	A planned process that is carried out by a conscious being or an organization, and is self-generated, directed towards another conscious being or an aggregate of conscious beings, an organization or an aggregate of organizations, and that needs to be perceived.@en	
ERROR	multiple_definitions	IAO:0021003	IAO:0000115	A process that is carried out by a conscious being or an aggregate of conscious beings and is spontaneous, directed towards other conscious beings and aggregates thereof and needs to be perceived.@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Add as annotation triples in the granting ontology@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Use on obsolete terms, relating the term to another term that can be used as a substitute@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Use on obsolete terms, relating the term to another term that can be used as a substitute        Add as annotation triples in the granting ontology	
ERROR	multiple_definitions	OMIABIS:0000010	IAO:0000115	An organization bearing legal personality that ownes or adminstrates a biobank.	
ERROR	multiple_definitions	OMIABIS:0000010	IAO:0000115	An organization bearing legal personality that ownes or adminstrates a biobank.@en	
ERROR	multiple_definitions	OMIABIS:0000011	IAO:0000115	A planned process that involves a human being and is intended to initiate a communication with another human being.@en	
ERROR	multiple_definitions	OMIABIS:0000011	IAO:0000115	Contacting is the process of one human being starting a communication process with another human being. Contacting can be done using all modes of communication used by humans.	
ERROR	multiple_definitions	OMIABIS:0000093	IAO:0000115	A contact role borne by a member of a biobank organization and realized by serving as the contact for one of its biobanks.@en	
ERROR	multiple_definitions	OMIABIS:0000093	IAO:0000115	A contact role borne by a member of a sample collection or study organization and realized by serving as the contact for the collection or the study.@en	
ERROR	multiple_definitions	OMRSE:00000012	IAO:0000115	A human health care role inhering in an organization or human being that is realized by a process of providing health care services to an organism.@en	
ERROR	multiple_definitions	OMRSE:00000012	IAO:0000115	TO DO@pt	
ERROR	multiple_definitions	OMRSE:00000033	IAO:0000115	An aggregate of organizations that have some feature in common, but is not itself an organization.@en	
ERROR	multiple_definitions	OMRSE:00000033	IAO:0000115	An object aggregate that is not itself an organization and whose members are only organizations that have some feature in common@en	
ERROR	multiple_definitions	OMRSE:00000098	IAO:0000115	A racial identity is an information content entity that is the output of some racial identitification process and is intended to be a truthful statement about the genetic or cultural race of a person.  Unlike data items they are not necessilary contributed or acquired by a reliable method.@en	
ERROR	multiple_definitions	OMRSE:00000098	IAO:0000115	TO DO@pt	
ERROR	multiple_definitions	OMRSE:00000100	IAO:0000115	An ethnic identity datum is an information content entity that is the output of some ethnic identitification process and is intended to be a truthful statement about the cultural or national heritage of a person.  Unlike data items they are not necessilary contributed or acquired by a reliable method.@en	
ERROR	multiple_definitions	OMRSE:00000100	IAO:0000115	TO DO@pt	
ERROR	multiple_definitions	OMRSE:00000133	IAO:0000115	A gender identity is an information content entity that is the output of some gender identitification process and is intended to be a truthful statement about a person's subjective sense of their gender.  Unlike data items they are not necessilary contributed or acquired by a reliable method.	
ERROR	multiple_definitions	OMRSE:00000133	IAO:0000115	TO DO@pt	
ERROR	multiple_definitions	PDRO:0000024	IAO:0000115	A health care prescription specifying the initiation, modification or cessation of a drug administration.@en	
ERROR	multiple_definitions	PDRO:0000024	IAO:0000115	Une ordonnance indiquant une initiation, modification ou arrêt de l'administration de médicaments.@fr	
ERROR	multiple_definitions	PR:000000001	IAO:0000115	An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA, and any derivatives thereof.	
ERROR	multiple_definitions	PR:000000001	IAO:0000115	An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA.	
ERROR	multiple_definitions	RO:0000053	IAO:0000115	    a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence    @en	
ERROR	multiple_definitions	RO:0000053	IAO:0000115	a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence	
ERROR	multiple_definitions	RO:0000053	IAO:0000115	a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence@en	
ERROR	multiple_definitions	RO:0000056	IAO:0000115	a relation between a continuant and a process, in which the continuant is somehow involved in the process	
ERROR	multiple_definitions	RO:0000056	IAO:0000115	a relation between a continuant and a process, in which the continuant is somehow involved in the process@en	
ERROR	multiple_definitions	RO:0000057	IAO:0000115	a relation between a process and a continuant, in which the continuant is somehow involved in the process	
ERROR	multiple_definitions	RO:0000057	IAO:0000115	a relation between a process and a continuant, in which the continuant is somehow involved in the process@en	
ERROR	multiple_definitions	RO:0000086	IAO:0000115	a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence	
ERROR	multiple_definitions	RO:0000086	IAO:0000115	a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence@en	
ERROR	multiple_definitions	RO:0002131	IAO:0000115	    x overlaps y if and only if there exists some z such that x has part z and z part of y    	
ERROR	multiple_definitions	RO:0002131	IAO:0000115	A overlaps B if they share some part in common.	
ERROR	multiple_definitions	RO:0002131	IAO:0000115	x overlaps y if and only if there exists some z such that x has part z and z part of y	
ERROR	multiple_definitions	RO:0002223	IAO:0000115	Relation between occurrents, shares a start boundary with.	
ERROR	multiple_definitions	RO:0002223	IAO:0000115	inverse of starts with	
ERROR	multiple_definitions	RO:0002229	IAO:0000115	Relation between occurrents, shares an end boundary with.	
ERROR	multiple_definitions	RO:0002229	IAO:0000115	inverse of ends with	
ERROR	multiple_definitions	RO:0002233	IAO:0000115	p has direct input c iff c is a participant in p, c is present at the start of p, and the state of c is modified during p.	
ERROR	multiple_definitions	RO:0002233	IAO:0000115	p has input c iff: p is a process, c is a material entity, c is a participant in p, c is present at the start of p, and the state of c is modified during p.	
ERROR	multiple_definitions	RO:0002323	IAO:0000115	    A mereological relationship or a topological relationship    	
ERROR	multiple_definitions	RO:0002323	IAO:0000115	A mereological relationship or a topological relationship	
ERROR	multiple_definitions	UBPROP:0000001	IAO:0000115	    An alternate textual definition for a class taken unmodified from an external source. This definition may have been used to derive a generalized definition for the new class.    	
ERROR	multiple_definitions	UBPROP:0000001	IAO:0000115	An alternate textual definition for a class taken unmodified from an external source. This definition may have been used to derive a generalized definition for the new class.	
ERROR	multiple_definitions	http://www.ebi.ac.uk/efo/EFO_0001799	IAO:0000115	A group of people with a common cultural heritage that sets them apart from others in a variety of social relationships. (MSH); A social group characterized by a distinctive social and cultural tradition maintained from generation to generation, a common history and origin and a sense of identification with the group; members of the group have distinctive features in their way of life, shared experiences and often a common genetic heritage; these features may be reflected in their experience of health and disease. (NCI); Ethnicity - an arbitrary classification of the social group a person belongs to, and either identifies with or is identified with by others, as a result of a complex of cultural, biological, geographical and other factors such as linguistic, dietary and religion traditions; ancestry, background, allegiance, or association; and physical characteristics traditionally associated with race. Increasingly the concept is used synonymously with race but this use trend has a pragmatic basis rather than scientific. (NCI); The concept of ethnic origin is an attempt to classify people, not according to their current ethnicity, but according to where their ancestors came from. Ethnic origin has become a popular classification in statistics, where the concept of race has been largely discarded. (from Wikipedia) (NCI); a group of people with a common cultural heritage that sets them apart from others in a variety of social relationships. (CSP)	
ERROR	multiple_definitions	http://www.ebi.ac.uk/efo/EFO_0001799	IAO:0000115	An ethnic group is a population whose members have a common heritage that is real or presumed such as common culture, language, religion, behaviour or biological trait.	
ERROR	multiple_definitions	oboInOwl:hasExactSynonym	IAO:0000115	A property representing a fully qualified synonym, contains the string, term type, source, and an optional source code if appropriate. Each subfield is deliniated to facilitate interpretation by software.	
ERROR	multiple_definitions	oboInOwl:hasExactSynonym	IAO:0000115	An alternative label for a given entity such as a commonly used abbreviation or synonym. 	
ERROR	multiple_definitions	oboInOwl:hasExactSynonym	IAO:0000115	Fully qualified synonym, contains the string, term type, source, and an optional source code if appropriate. Each subfield is deliniated to facilitate interpretation by software.	
ERROR	multiple_definitions	oboInOwl:inSubset	IAO:0000115	An association that connects the concept defining a particular terminology subset with concepts that belong to this subset.	
ERROR	multiple_definitions	oboInOwl:inSubset	IAO:0000115	Used to associate the concept defining a particular terminology subset with concepts that belong to this subset.	
ERROR	missing_ontology_license	https://raw.githubusercontent.com/PennTURBO/Turbo-Ontology/master/ontologies/turbo_merged.owl	dc:license		
ERROR	multiple_labels	BFO:0000002	rdfs:label	continuant	
ERROR	multiple_labels	BFO:0000002	rdfs:label	continuant@en	
ERROR	multiple_labels	BFO:0000024	rdfs:label	fiat object@en	
ERROR	multiple_labels	BFO:0000024	rdfs:label	fiat object part@en	
ERROR	multiple_labels	BFO:0000031	rdfs:label	generically dependent continuant	
ERROR	multiple_labels	BFO:0000031	rdfs:label	generically dependent continuant@en	
ERROR	multiple_labels	BFO:0000040	rdfs:label	material entity	
ERROR	multiple_labels	BFO:0000040	rdfs:label	material entity@en	
ERROR	multiple_labels	BFO:0000050	rdfs:label	is part of	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part of	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part of@en	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part_of	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has part	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has part@en	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has_part	
ERROR	multiple_labels	BFO:0000055	rdfs:label	realizes	
ERROR	multiple_labels	BFO:0000055	rdfs:label	realizes@en	
ERROR	multiple_labels	BFO:0000062	rdfs:label	preceded by@en	
ERROR	multiple_labels	BFO:0000062	rdfs:label	preceded_by	
ERROR	multiple_labels	BFO:0000063	rdfs:label	precedes	
ERROR	multiple_labels	BFO:0000063	rdfs:label	precedes@en	
ERROR	multiple_labels	BFO:0000179	rdfs:label	BFO OWL specification label	
ERROR	multiple_labels	BFO:0000179	rdfs:label	BFO OWL specification label@en	
ERROR	multiple_labels	BFO:0000180	rdfs:label	BFO CLIF specification label	
ERROR	multiple_labels	BFO:0000180	rdfs:label	BFO CLIF specification label@en	
ERROR	multiple_labels	CL:0000000	rdfs:label	cell	
ERROR	multiple_labels	CL:0000000	rdfs:label	cell@en	
ERROR	multiple_labels	IAO:0000030	rdfs:label	information content entity	
ERROR	multiple_labels	IAO:0000030	rdfs:label	information content entity@en	
ERROR	multiple_labels	IAO:0000030	rdfs:label	information entity	
ERROR	multiple_labels	IAO:0000111	rdfs:label	editor preferred label	
ERROR	multiple_labels	IAO:0000111	rdfs:label	editor preferred label@en	
ERROR	multiple_labels	IAO:0000111	rdfs:label	editor preferred term	
ERROR	multiple_labels	IAO:0000111	rdfs:label	editor preferred term@en	
ERROR	multiple_labels	IAO:0000111	rdfs:label	editor preferred term~editor preferred label	
ERROR	multiple_labels	IAO:0000112	rdfs:label	example of usage	
ERROR	multiple_labels	IAO:0000112	rdfs:label	example of usage@en	
ERROR	multiple_labels	IAO:0000114	rdfs:label	has curation status	
ERROR	multiple_labels	IAO:0000114	rdfs:label	has curation status@en	
ERROR	multiple_labels	IAO:0000115	rdfs:label	definition	
ERROR	multiple_labels	IAO:0000115	rdfs:label	definition@en	
ERROR	multiple_labels	IAO:0000115	rdfs:label	textual definition	
ERROR	multiple_labels	IAO:0000116	rdfs:label	editor note	
ERROR	multiple_labels	IAO:0000116	rdfs:label	editor note@en	
ERROR	multiple_labels	IAO:0000117	rdfs:label	definition editor	
ERROR	multiple_labels	IAO:0000117	rdfs:label	definition editor@en	
ERROR	multiple_labels	IAO:0000117	rdfs:label	term editor	
ERROR	multiple_labels	IAO:0000117	rdfs:label	term editor@en	
